datapoint,Year,Zipcode,Total Population,White Population,Black Population,Employed Count,Unemployed Count,Poverty Count,Poverty Count - White,Poverty Count - Black,Median Income,Median Rent,Median Home Value,County,Adjusted Median Income,Adjusted Median Rent,Adjusted Median Home Value
167,2020,48085,26061,19716,825,12808.0,378.0,811.0,747.0,14.0,118363.0,1293.0,304300.0,Oakland,133841.0027587699,1462.0820405624181,344092.4709537075
168,2012,48085,24362,18545,1032,11754.0,1034.0,1114.0,707.0,69.0,93955.0,1067.0,222700.0,Oakland,119760.971649956,1360.065528715907,283867.4725820361
169,2017,48085,25418,18762,741,12651.0,517.0,705.0,653.0,12.0,107152.0,1195.0,268200.0,Oakland,127931.49706266318,1426.7408820169712,320210.7987924282
170,2017,48098,19227,13438,392,9194.0,377.0,706.0,371.0,37.0,116924.0,1124.0,360300.0,Oakland,139598.53630874673,1341.9721768929503,430171.33036879887
171,2013,48098,19414,14442,269,9099.0,727.0,606.0,437.0,5.0,113574.0,1104.0,288200.0,Oakland,142678.6873543186,1386.9131213056487,362054.6753263477
172,2018,48098,19237,13348,305,9229.0,404.0,782.0,351.0,47.0,124183.0,1177.0,388600.0,Oakland,144730.23796628526,1371.7456502606456,452897.5018617561
173,2012,48098,19240,14735,210,9211.0,764.0,564.0,487.0,7.0,114792.0,1168.0,292700.0,Oakland,146321.12668449525,1488.8065019120709,373093.8896486841
174,2015,48098,19050,13675,314,8961.0,394.0,793.0,467.0,8.0,108774.0,1072.0,308200.0,Oakland,134307.89761915812,1323.644126792593,380547.68645287043
175,2014,48098,19452,14238,315,8951.0,602.0,730.0,479.0,7.0,108281.0,1098.0,297300.0,Oakland,133857.86722340496,1357.356675790754,367524.7174067315
176,2020,48098,19563,12637,374,9792.0,490.0,746.0,374.0,58.0,142446.0,1230.0,411900.0,Oakland,161073.27018557943,1390.8437044793304,465763.02591466357
177,2011,48098,19201,14623,208,9326.0,701.0,527.0,444.0,5.0,116049.0,1184.0,308300.0,Oakland,150984.57846349454,1540.4332730206854,401111.13012861257
178,2019,48098,19232,13020,428,9421.0,426.0,747.0,359.0,58.0,135554.0,1224.0,401700.0,Oakland,155171.01378018202,1401.134019408817,459832.95391872694
179,2016,48098,19362,13597,371,9167.0,379.0,754.0,450.0,8.0,115031.0,1066.0,337400.0,Oakland,140264.23106409397,1299.8380463903136,411412.1546454894
180,2014,48165,6224,5882,156,3032.0,272.0,346.0,299.0,29.0,60208.0,1049.0,172800.0,Oakland,74429.62726412543,1296.7824707691268,213616.78832116787
181,2020,48165,8032,7092,73,3875.0,224.0,545.0,436.0,2.0,79990.0,1280.0,282300.0,Oakland,90450.07148073305,1447.382066450035,319215.5916865975
182,2016,48165,6799,6421,155,3541.0,199.0,513.0,470.0,28.0,72595.0,1086.0,198500.0,Oakland,88519.4587032878,1324.22525176349,242043.0133287779
183,2017,48165,7077,6752,50,3726.0,201.0,517.0,488.0,29.0,79350.0,1134.0,221200.0,Oakland,94737.98241677544,1353.91143113577,264096.3038511749
184,2015,48165,6353,6003,179,3294.0,155.0,472.0,422.0,27.0,67279.0,1071.0,186500.0,Oakland,83072.25112544668,1322.4093841370027,230279.50526755463
185,2018,48165,7612,7346,34,4000.0,200.0,438.0,429.0,9.0,88558.0,1167.0,256400.0,Oakland,103210.74876447092,1360.0910568004872,298823.77631846187
186,2019,48165,7506,7115,97,3877.0,140.0,493.0,492.0,1.0,90700.0,1200.0,281300.0,Oakland,103825.86238593113,1373.6608033419775,322008.9866500819
187,2012,48165,5888,5510,179,2872.0,325.0,226.0,172.0,1.0,57908.0,891.0,188700.0,Oakland,73813.1908499351,1135.7248229483348,240528.92714966417
188,2011,48165,5754,5363,139,2826.0,278.0,555.0,412.0,1.0,61723.0,901.0,202700.0,Oakland,80304.19164751332,1172.2384957699642,263721.13550784875
189,2013,48165,5886,5472,184,2850.0,328.0,404.0,352.0,18.0,57339.0,933.0,176000.0,Oakland,72032.80023781212,1172.092338929502,221102.09180234975
190,2014,48167,22193,19284,675,11106.0,1101.0,1162.0,1007.0,19.0,80012.0,882.0,225100.0,Oakland,98911.49575898892,1090.3356903892943,278270.4806197621
191,2011,48167,22085,19392,737,11323.0,1020.0,763.0,587.0,82.0,78946.0,795.0,254800.0,Oakland,102712.03139517824,1034.3280845029096,331505.4036872219
192,2016,48167,21982,18142,1173,11022.0,812.0,1360.0,1093.0,97.0,81705.0,950.0,268200.0,Oakland,99627.83075076976,1158.3922552258891,327032.42405429843
193,2018,48167,22113,17748,1399,11387.0,619.0,1235.0,1001.0,115.0,94788.0,1057.0,305000.0,Oakland,110471.56049014961,1231.8905287387447,355465.1005348317
194,2012,48167,22089,19191,612,11522.0,1075.0,894.0,745.0,37.0,76414.0,831.0,226400.0,Oakland,97402.10619615494,1059.2450368912077,288583.72605555895
195,2019,48167,22382,17557,1358,11715.0,501.0,1097.0,886.0,101.0,99158.0,1127.0,319700.0,Oakland,113507.88161481984,1290.0964378053407,365966.13235702517
196,2013,48167,21911,18906,672,11221.0,1025.0,977.0,833.0,25.0,75438.0,856.0,218900.0,Oakland,94769.88409878217,1075.3601737659737,274995.72667917254
197,2017,48167,22074,18154,1365,11193.0,629.0,1296.0,1039.0,99.0,90818.0,991.0,284900.0,Oakland,108429.91918244124,1183.1800954634464,340149.3533779373
198,2015,48167,21780,18491,948,11046.0,957.0,1123.0,961.0,7.0,80036.0,900.0,242700.0,Oakland,98823.86318280967,1111.268390031095,299672.0425117186
199,2020,48167,22648,18111,878,11626.0,492.0,990.0,804.0,94.0,104079.0,1177.0,354600.0,Oakland,117689.12351097906,1330.9130407903835,400970.0630962362
200,2018,48178,34308,32477,98,17005.0,525.0,1164.0,1144.0,1.0,92436.0,896.0,270300.0,Oakland,107730.40010832035,1044.2515740301944,315023.661228082
201,2013,48178,29815,28507,237,13838.0,1319.0,1456.0,1314.0,1.0,72091.0,686.0,193800.0,Oakland,90565.1755688818,861.7956532750679,243463.55335963288
202,2015,48178,31513,30018,280,15159.0,881.0,1458.0,1323.0,0.0,77271.0,703.0,216300.0,Oakland,95409.79974010303,868.0240868798439,267074.83640413976
203,2011,48178,29173,27938,166,13487.0,1325.0,1251.0,1191.0,23.0,71956.0,648.0,215700.0,Oakland,93617.750501247,843.0749669910508,280634.6765122989
204,2020,48178,34882,32616,224,17623.0,650.0,1198.0,1168.0,20.0,108693.0,953.0,310100.0,Oakland,122906.48355363565,1077.6211791616277,350650.9209423092
205,2014,48178,30288,28911,253,14293.0,1084.0,1400.0,1259.0,0.0,74158.0,696.0,200500.0,Oakland,91674.73257130306,860.4009529602595,247859.75728237358
206,2012,48178,29729,28581,107,13675.0,1371.0,1263.0,1086.0,23.0,73105.0,675.0,203100.0,Oakland,93184.2459951044,860.3975931426778,258884.07580337464
207,2019,48178,35390,33385,206,18027.0,612.0,1230.0,1195.0,24.0,100452.0,936.0,291500.0,Oakland,114989.14584775694,1071.4554266067423,333685.1034784887
208,2017,48178,33393,31591,213,16405.0,628.0,1246.0,1225.0,1.0,86467.0,795.0,255200.0,Oakland,103235.14966139033,949.1707123041774,304689.7682767624
209,2016,48178,32362,30916,232,15665.0,724.0,1496.0,1378.0,1.0,81729.0,763.0,235000.0,Oakland,99657.09539721756,930.3718849866879,286549.66313482524
210,2017,48220,22761,17530,3574,13884.0,762.0,3654.0,2159.0,944.0,56871.0,763.0,126800.0,Oakland,67899.73280434073,910.965098727154,151389.7437989556
211,2014,48220,22809,17076,4259,12177.0,1635.0,4388.0,2381.0,1474.0,47284.0,690.0,90000.0,Oakland,58452.87163760476,852.9837033657745,111258.74391727493
212,2013,48220,22773,17045,4371,12157.0,1729.0,3856.0,2140.0,1374.0,44986.0,669.0,92200.0,Oakland,56514.197169434694,840.4392012259773,115827.3458191855
213,2015,48220,22598,17159,3938,12392.0,1384.0,4242.0,2466.0,1295.0,48242.0,693.0,95900.0,Oakland,59566.45519097785,855.6766603239429,118411.82067109109
214,2011,48220,22838,16914,4337,11868.0,1687.0,3482.0,1738.0,1433.0,46902.0,660.0,114500.0,Oakland,61021.453860824484,858.687466379774,148969.26500073352
215,2020,48220,22639,17674,3048,15242.0,685.0,2589.0,1741.0,654.0,73479.0,868.0,175100.0,Oakland,83087.6459849079,981.50596381143,197997.3436214071
216,2019,48220,22548,17797,3306,15133.0,472.0,2367.0,1427.0,802.0,65024.0,829.0,159100.0,Oakland,74434.10006375729,948.9706716420827,182124.52817642383
217,2016,48220,22646,17329,3663,13239.0,940.0,3773.0,2205.0,961.0,51596.0,726.0,106900.0,Oakland,62914.11242172103,885.255555046311,130349.61271962899
218,2012,48220,22761,16447,4742,11880.0,1745.0,3609.0,1874.0,1466.0,45972.0,656.0,102600.0,Oakland,58598.812076970644,836.1789942245878,130780.43415768704
219,2018,48220,22811,17648,3599,14629.0,628.0,3073.0,1721.0,1009.0,62068.0,782.0,144300.0,Oakland,72337.73068851126,911.3892085843883,168175.78363008596
220,2015,48237,29727,10346,17029,13185.0,1851.0,4829.0,1902.0,2698.0,47463.0,766.0,78800.0,Oakland,58604.59066227316,945.8128741820207,97297.72126050029
221,2017,48237,29824,10410,17333,14339.0,1218.0,3952.0,1783.0,1989.0,51498.0,815.0,90600.0,Oakland,61484.771499673625,973.0492207898171,108169.64343994776
222,2019,48237,29726,11068,16677,15111.0,894.0,4244.0,1550.0,2318.0,52584.0,906.0,117700.0,Oakland,60193.81640244545,1037.113906523193,134733.23046112564
223,2012,48237,29523,10964,16575,12431.0,2516.0,5533.0,2107.0,3054.0,45467.0,779.0,96600.0,Oakland,57955.10721098982,992.9625556416978,123132.45555197434
224,2014,48237,29622,9910,17161,12855.0,2122.0,5503.0,2325.0,2882.0,47292.0,763.0,79800.0,Oakland,58462.76130373073,943.2269067653419,98649.41960665044
225,2016,48237,29751,10061,17551,14121.0,1320.0,4687.0,1809.0,2691.0,49811.0,791.0,82500.0,Oakland,60737.554342165015,964.5139725091351,100597.22216435352
226,2011,48237,29663,11723,15947,12338.0,2494.0,5316.0,2020.0,2907.0,44901.0,764.0,117500.0,Oakland,58418.0695877549,993.9957944153748,152872.38984791434
227,2020,48237,29603,9997,16881,14945.0,1107.0,3827.0,1352.0,2131.0,54453.0,915.0,130500.0,Oakland,61573.668487815434,1034.652024063892,147565.12474353873
228,2018,48237,29849,10785,16775,14721.0,1042.0,4238.0,1999.0,1973.0,49721.0,860.0,104000.0,Oakland,57947.80414325367,1002.295037573624,121207.77198564755
229,2013,48237,29573,10035,17426,12627.0,2463.0,5716.0,2164.0,3185.0,48261.0,771.0,82200.0,Oakland,60628.45484359774,968.5779135205208,103264.72696677926
230,2016,48301,14572,12571,802,6887.0,321.0,548.0,474.0,13.0,130699.0,1217.0,419800.0,Oakland,159369.1677534405,1483.9614469577969,511887.4407829771
231,2014,48301,14228,12029,765,6483.0,416.0,826.0,760.0,16.0,117813.0,1081.0,366700.0,Oakland,145641.4044125101,1336.3411352730468,453317.57104960794
232,2017,48301,14750,12615,867,7012.0,296.0,533.0,505.0,26.0,139673.0,1349.0,443900.0,Oakland,166759.14578573758,1610.6053973563967,529983.4958387727
233,2019,48301,14796,12639,834,7002.0,283.0,462.0,411.0,26.0,147180.0,1431.0,489600.0,Oakland,168479.49752989356,1638.090507985308,560453.6077635268
234,2013,48301,14104,12024,695,6477.0,438.0,767.0,700.0,20.0,116863.0,1005.0,359200.0,Oakland,146810.532694875,1262.5431946668268,451249.269178432
235,2018,48301,14797,12742,890,6927.0,300.0,524.0,503.0,19.0,144659.0,1388.0,467600.0,Oakland,168594.18353530564,1617.6575722699883,544968.7901970077
236,2020,48301,15024,12160,841,7182.0,357.0,421.0,365.0,20.0,147585.0,1443.0,544500.0,Oakland,166884.28302892845,1631.6971264745316,615702.7618609719
237,2015,48301,14319,12358,648,6725.0,297.0,631.0,551.0,26.0,125139.0,1154.0,388900.0,Oakland,154514.46117789016,1424.8930245509816,480191.41875899193
238,2012,48301,13839,12214,504,6050.0,422.0,754.0,655.0,9.0,116930.0,991.0,372200.0,Oakland,149046.35639433085,1263.1911330435464,474429.6061743773
239,2011,48301,13832,12431,512,5936.0,379.0,703.0,653.0,9.0,120269.0,1093.0,394100.0,Oakland,156474.9740818622,1422.0384859895348,512740.50075798325
240,2014,48302,15414,11685,1450,7238.0,485.0,996.0,716.0,141.0,115505.0,831.0,371800.0,Oakland,142788.2357351649,1027.2890688361717,459622.2332049202
241,2019,48302,15964,12313,1212,7173.0,259.0,771.0,499.0,94.0,133427.0,944.0,490500.0,Oakland,152736.20000625835,1080.613165295689,561483.8533660334
242,2016,48302,15203,11558,1191,6988.0,318.0,791.0,662.0,37.0,129858.0,860.0,393500.0,Oakland,158343.68576749842,1048.6498310465945,479818.26571724983
243,2020,48302,15623,11696,1609,6882.0,490.0,1078.0,378.0,386.0,134167.0,996.0,492700.0,Oakland,151711.6482104702,1126.2441704564333,557129.0188593221
244,2015,48302,15520,11824,1043,7222.0,331.0,953.0,734.0,125.0,127068.0,793.0,389200.0,Oakland,156896.2797605235,979.1509258829535,480561.841555669
245,2018,48302,16019,12579,1198,7452.0,289.0,966.0,631.0,124.0,129154.0,924.0,473800.0,Oakland,150523.73637533002,1076.8844357186379,552194.6381423059
246,2011,48302,15754,12620,1337,7615.0,480.0,726.0,429.0,180.0,107095.0,779.0,397300.0,Oakland,139335.0518362756,1013.5114186512786,516903.8339283094
247,2012,48302,15240,11791,1421,7256.0,492.0,841.0,556.0,163.0,106617.0,832.0,388000.0,Oakland,135900.75583421168,1060.51969999216,494569.2831694207
248,2013,48302,15155,11768,1370,7440.0,463.0,850.0,557.0,159.0,110034.0,848.0,369000.0,Oakland,138231.5202805668,1065.310078684049,463560.63565379014
249,2017,48302,15506,12288,955,7160.0,290.0,811.0,612.0,35.0,125132.0,895.0,424800.0,Oakland,149398.27619125324,1068.5632547323758,507179.52023498685
250,2012,48304,16652,13424,1393,7135.0,749.0,917.0,607.0,216.0,101417.0,900.0,326300.0,Oakland,129272.5077092607,1147.196790856904,415922.5698406752
251,2016,48304,16687,13689,1148,7557.0,461.0,671.0,622.0,25.0,110135.0,1080.0,325900.0,Oakland,134294.2431887403,1316.9090901515372,397389.5115559129
252,2020,48304,16390,12858,1008,7178.0,258.0,513.0,375.0,58.0,129007.0,1449.0,381000.0,Oakland,145876.88925509347,1638.4817299110161,430822.3182167682
253,2014,48304,16395,13495,1033,7175.0,626.0,765.0,713.0,39.0,107345.0,1036.0,314200.0,Oakland,132700.77628666532,1280.7117633144092,388416.63709786424
254,2013,48304,16667,13505,1346,7246.0,737.0,987.0,648.0,309.0,104325.0,1052.0,302800.0,Oakland,131059.52117772806,1321.5875032731362,380396.09885086084
255,2018,48304,16094,13008,1056,7277.0,248.0,657.0,504.0,72.0,120104.0,1077.0,363100.0,Oakland,139976.32929388667,1255.1997156590617,423178.2885383521
256,2019,48304,16237,13295,1188,7343.0,244.0,622.0,478.0,28.0,127500.0,1263.0,375800.0,Oakland,145951.46035508512,1445.7779955174312,430184.77491326263
257,2011,48304,16367,13646,1112,7251.0,572.0,802.0,483.0,232.0,102422.0,983.0,346500.0,Oakland,133255.28436598365,1278.9239082595725,450810.9198493813
258,2017,48304,16369,13523,1099,7435.0,304.0,625.0,539.0,34.0,115313.0,1186.0,346000.0,Oakland,137675.12245022843,1415.9955531984333,413098.1968015665
259,2015,48304,16434,13415,1133,7319.0,435.0,775.0,712.0,36.0,105830.0,1019.0,306500.0,Oakland,130672.81524110085,1258.2027660463173,378448.62393836724
260,2013,48306,27177,23659,1289,12585.0,1085.0,731.0,654.0,40.0,119253.0,888.0,301300.0,Oakland,149812.9986006001,1115.560554093674,378511.7060229999
261,2016,48306,27936,23585,1262,13247.0,550.0,770.0,633.0,14.0,129414.0,873.0,350800.0,Oakland,157802.2898082139,1064.5015145391592,427751.58224551775
262,2020,48306,27974,24159,658,13362.0,450.0,506.0,485.0,3.0,155764.0,885.0,423200.0,Oakland,176132.8282800963,1000.7290068814696,478540.6957200428
263,2015,48306,28195,23964,1342,13446.0,671.0,897.0,740.0,13.0,123776.0,771.0,334600.0,Oakland,152831.50693832085,951.9865874599711,413144.8925604492
264,2019,48306,27334,23666,742,13328.0,412.0,409.0,373.0,2.0,145299.0,853.0,400600.0,Oakland,166326.284220655,976.4438877089224,458573.7648489968
265,2017,48306,28186,23667,1094,13565.0,387.0,638.0,521.0,5.0,140372.0,1008.0,368900.0,Oakland,167593.69965731067,1203.4768276762402,440439.089017624
266,2011,48306,27466,23999,865,12877.0,1019.0,662.0,588.0,28.0,118146.0,934.0,316200.0,Oakland,153712.8627316739,1215.172869088953,411389.35889285535
267,2014,48306,27836,23696,1579,12944.0,873.0,742.0,654.0,46.0,122446.0,855.0,316000.0,Oakland,151368.75730771828,1056.958067214112,390641.81197620975
268,2018,48306,27663,23587,858,13366.0,412.0,469.0,411.0,4.0,147303.0,853.0,386500.0,Oakland,171675.65804617153,994.136822151513,450450.0372351228
269,2012,48306,27433,23962,1209,12565.0,1119.0,668.0,598.0,38.0,116220.0,893.0,299600.0,Oakland,148141.34559265483,1138.274149150239,381889.0650452537
270,2015,48307,42417,34646,1874,22228.0,1442.0,3174.0,2554.0,102.0,70263.0,883.0,204200.0,Oakland,86756.72320972756,1090.2777648860629,252134.4502714995
271,2019,48307,43674,35141,1968,22923.0,849.0,2945.0,2485.0,97.0,81180.0,1122.0,270300.0,Oakland,92928.15334608479,1284.372851124749,309417.09595278045
272,2011,48307,40219,32733,2339,20501.0,1917.0,3880.0,3069.0,286.0,66640.0,840.0,202700.0,Oakland,86701.41327204264,1092.8749572106215,263721.13550784875
273,2013,48307,40878,32788,2214,20780.0,1977.0,3230.0,2466.0,223.0,66263.0,843.0,188100.0,Oakland,83243.68130169944,1059.0287692578459,236302.86061376132
274,2016,48307,43014,35034,1816,22419.0,1233.0,2950.0,2461.0,58.0,70548.0,938.0,211600.0,Oakland,86023.42823334318,1143.759932001983,258016.63284820857
275,2014,48307,41196,33560,2114,20869.0,1764.0,3358.0,2707.0,249.0,67162.0,862.0,192800.0,Oakland,83026.21954413355,1065.6115250743444,238340.95363611786
276,2020,48307,44041,34529,1954,22419.0,949.0,2492.0,1966.0,45.0,85768.0,1128.0,271300.0,Oakland,96983.64459006766,1275.5054460590934,306777.1520530426
277,2012,48307,40691,32679,2387,21295.0,1900.0,3620.0,2855.0,200.0,67532.0,856.0,194600.0,Oakland,86080.54853349825,1091.1116144150108,248049.43944528163
278,2018,48307,43694,35079,2015,22597.0,954.0,2934.0,2515.0,87.0,77904.0,1087.0,259000.0,Oakland,90793.94489201813,1266.85430911922,301853.97061810305
279,2017,48307,43215,35076,1660,22384.0,1109.0,2985.0,2516.0,51.0,73469.0,1017.0,233300.0,Oakland,87716.5069965731,1214.222156494778,278542.80148498697
280,2011,48309,29079,24439,1593,14445.0,1178.0,1351.0,1176.0,46.0,85333.0,957.0,227900.0,Oakland,111021.78419482615,1245.0968262506722,296507.38422416744
281,2020,48309,30165,24820,957,14250.0,646.0,1349.0,1280.0,3.0,103219.0,1168.0,318400.0,Oakland,116716.66368508294,1320.7361356356569,360036.2890294462
282,2017,48309,29467,24150,1519,14201.0,601.0,1175.0,1104.0,21.0,91947.0,1123.0,272400.0,Oakland,109777.86098645559,1340.7782514686683,325225.28557441256
283,2012,48309,28838,24540,1488,14280.0,1159.0,1376.0,1207.0,75.0,83493.0,938.0,220500.0,Oakland,106425.44628779497,1195.6339886930841,281063.21375994146
284,2018,48309,30125,24581,1492,14344.0,477.0,1282.0,1186.0,21.0,97025.0,1138.0,290900.0,Oakland,113078.69304718704,1326.2927357660278,339032.12375600834
285,2015,48309,29082,24075,1618,13938.0,884.0,1007.0,896.0,42.0,87618.0,1014.0,233300.0,Oakland,108185.68199749386,1252.0290527683667,288065.4615491716
286,2019,48309,30215,24825,1154,14297.0,463.0,1258.0,1176.0,3.0,99234.0,1131.0,306500.0,Oakland,113594.88013236482,1294.675307149814,350855.8635202634
287,2013,48309,29555,25226,1768,14161.0,1261.0,1733.0,1579.0,70.0,84118.0,942.0,217500.0,Oakland,105674.2372626708,1183.3986958966675,273236.96003983566
288,2016,48309,28999,23891,1645,13910.0,711.0,1025.0,938.0,35.0,88810.0,1039.0,257500.0,Oakland,108291.38545959075,1266.915319136525,313985.2691796489
289,2014,48309,29839,24966,1713,14601.0,1060.0,1249.0,1104.0,41.0,88161.0,993.0,217800.0,Oakland,108985.35691656529,1227.5548078872669,269246.1602798053
290,2012,48320,4390,4030,146,2036.0,433.0,924.0,847.0,77.0,48775.0,646.0,159400.0,Oakland,62171.69274893943,823.4323632150665,203181.2982917672
291,2014,48320,4391,3943,182,2168.0,295.0,718.0,635.0,83.0,49036.0,751.0,140000.0,Oakland,60618.70851919437,928.3924075763719,173069.15720464988
292,2016,48320,4596,4063,298,2564.0,197.0,590.0,549.0,31.0,50237.0,780.0,156900.0,Oakland,61257.00181661368,951.1010095538878,191317.6261525705
293,2017,48320,4735,4227,281,2708.0,133.0,470.0,453.0,6.0,50862.0,830.0,160100.0,Oakland,60725.434929830284,990.9581021540469,191147.46042754565
294,2020,48320,4964,4706,147,2838.0,86.0,364.0,357.0,0.0,66380.0,911.0,228300.0,Oakland,75060.32935230728,1030.1289551062357,258154.16075823669
295,2011,48320,4437,4045,75,2021.0,385.0,697.0,660.0,33.0,53597.0,713.0,164700.0,Oakland,69731.92747811628,927.6426720133013,214281.5541102254
296,2015,48320,4553,4053,292,2396.0,254.0,659.0,575.0,84.0,50604.0,756.0,145700.0,Oakland,62482.91734348169,933.4654476261196,179902.00491947832
297,2018,48320,4839,4527,201,2777.0,167.0,559.0,541.0,7.0,49474.0,808.0,175500.0,Oakland,57659.93568478776,941.6911515808002,204538.1152257802
298,2019,48320,4933,4616,184,2828.0,149.0,516.0,504.0,0.0,59435.0,878.0,201600.0,Oakland,68036.27487219202,1005.0618211118802,230775.01496145222
